name,city,country,code
Île d'Yeu Airport,Île d'Yeu,France,IDY
Zielona Góra-Babimost Airport,Zielona Gora,Poland,IEG
Ie Jima Airport,Ie,Japan,IEJ
Riesa-Göhlis Airport,Riesa,Germany,IES
Kiev Zhuliany International Airport,Kiev,Ukraine,IEV
Hesa Airport,Daran,Iran,IFH
Ísafjörður Airport,Isafjordur,Iceland,IFJ
Innisfail Airport,Innisfail,Australia,IFL
Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN
Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,IFO
Ifuru Airport,Ifuru,Maldives,IFU
Inagua Airport,Matthew Town,Bahamas,IGA
Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,IGB
Iğdır Airport,Igdir,Turkey,IGD
Igiugig Airport,Igiugig,United States,IGG
Çiğli Airport,Izmir,Turkey,IGL
Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR
Ingolstadt Manching Airport,Ingolstadt,Germany,IGS
Magas Airport,Magas,Russia,IGT
Cataratas International Airport,Foz Do Iguacu,Brazil,IGU
Inhaca Airport,Inhaca,Mozambique,IHC
Iran Shahr Airport,Iran Shahr,Iran,IHR
Inishmaan Aerodrome,Inishmaan,Ireland,IIA
Ilam Airport,Ilam,Iran,IIL
Izhevsk Airport,Izhevsk,Russia,IJK
Imam Khomeini International Airport,Tehran,Iran,IKA
Wilkes County Airport,North Wilkesboro,United States,IKB
Iki Airport,Iki,Japan,IKI
Greater Kankakee Airport,Kankakee,United States,IKK
Ikela Airport,Ikela,Congo (Kinshasa),IKL
Nikolski Air Station,Nikolski,United States,IKO
Tiksi Airport,Tiksi,Russia,IKS
Irkutsk Airport,Irkutsk,Russia,IKT
Issyk-Kul International Airport,Tamchy,Kyrgyzstan,IKU
Illaga Airport,Illaga,Indonesia,ILA
Lleida-Alguaire Airport,Lleida,Spain,ILD
Ilford Airport,Ilford,Canada,ILF
New Castle Airport,Wilmington,United States,ILG
Iliamna Airport,Iliamna,United States,ILI
Wilmington International Airport,Wilmington,United States,ILM
Wilmington Airpark,Wilmington,United States,ILN
Iloilo International Airport,Iloilo,Philippines,ILO
Île des Pins Airport,Île des Pins,New Caledonia,ILP
Ilo Airport,Ilo,Peru,ILQ
Ilorin International Airport,Ilorin,Nigeria,ILR
Kilaguni Airport,Kilaguni,Kenya,ILU
Islay Airport,Islay,United Kingdom,ILY
Žilina Airport,Žilina,Slovakia,ILZ
Imbaimadai Airport,Imbaimadai,Guyana,IMB
Imphal Airport,Imphal,India,IMF
Simikot Airport,Simikot,Nepal,IMK
Immokalee Regional Airport,Immokalee ,United States,IMM
Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP
Ford Airport,Iron Mountain,United States,IMT
Inta Airport,Inta,Russia,INA
Indianapolis International Airport,Indianapolis,United States,IND
Lago Argentino Airport,El Calafate,Argentina,ING
Inhambane Airport,Inhambane,Mozambique,INH
Nis Airport,Nis,Serbia,INI
Winkler County Airport,Wink,United States,INK
Falls International Airport,International Falls,United States,INL
Innsbruck Airport,Innsbruck,Austria,INN
Inongo Airport,Inongo,Congo (Kinshasa),INO
Inisheer Aerodrome,Inisheer,Ireland,INQ
Creech Air Force Base,Indian Springs,United States,INS
Smith Reynolds Airport,Winston-salem,United States,INT
Nauru International Airport,Nauru,Nauru,INU
Inverness Airport,Inverness,United Kingdom,INV
Winslow Lindbergh Regional Airport,Winslow,United States,INW
In Salah Airport,In Salah,Algeria,INZ
Ioannina Airport,Ioannina,Greece,IOA
Isle of Man Airport,Isle Of Man,Isle of Man,IOM
Impfondo Airport,Impfondo,Congo (Brazzaville),ION
Inishmore Aerodrome,Inis Mor,Ireland,IOR
Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS
Iowa City Municipal Airport,Iowa City,United States,IOW
Ipota Airport,Ipota,Vanuatu,IPA
Mataveri Airport,Easter Island,Chile,IPC
Sultan Azlan Shah Airport,Ipoh,Malaysia,IPH
San Luis Airport,Ipiales,Colombia,IPI
Imperial County Airport,Imperial,United States,IPL
Usiminas Airport,Ipatinga,Brazil,IPN
Williamsport Regional Airport,Williamsport,United States,IPT
Al Asad Air Base,Al Asad,Iraq,IQA
Qiemo Yudu Airport,Qiemo,China,IQM
Qingyang Airport,Qingyang,China,IQN
Diego Aracena Airport,Iquique,Chile,IQQ
Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT
Ngorangora Airport,Kirakira,Solomon Islands,IRA
Iraan Municipal Airport,Iraan,United States,IRB
Circle City /New/ Airport,Circle,United States,IRC
Ishurdi Airport,Ishurdi,Bangladesh,IRD
Lockhart River Airport,Lockhart River,Australia,IRG
Iringa Airport,Iringa,Tanzania,IRI
Capitan V A Almonacid Airport,La Rioja,Argentina,IRJ
Kirksville Regional Airport,Kirksville,United States,IRK
Matari Airport,Isiro,Congo (Kinshasa),IRP
Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,IRZ
Mount Isa Airport,Mount Isa,Australia,ISA
New Islamabad International Airport,Islamabad,Pakistan,ISB
St. Mary's Airport,ST MARY\'S,United Kingdom,ISC
Süleyman Demirel International Airport,Isparta,Turkey,ISE
New Ishigaki Airport,Ishigaki,Japan,ISG
Isla Mujeres Airport,Isla Mujeres,Mexico,ISJ
Nashik Airport,Nasik Road,India,ISK
Atatürk International Airport,Istanbul,Turkey,ISL
Kissimmee Gateway Airport,Kissimmee,United States,ISM
Sloulin Field International Airport,Williston,United States,ISN
Kinston Regional Jetport At Stallings Field,Kinston,United States,ISO
Long Island Mac Arthur Airport,Islip,United States,ISP
Istanbul Airport,Istanbul,Turkey,IST
Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU
Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW
Itacoatiara Airport,Itaituba,Brazil,ITA
Itaituba Airport,Itaituba,Brazil,ITB
Ithaca Tompkins Regional Airport,Ithaca,United States,ITH
Osaka International Airport,Osaka,Japan,ITM
Hilo International Airport,Hilo,United States,ITO
Itaperuna Airport,Itaperuna,Brazil,ITP
Francisco Vilela do Amaral Airport,Itumbiara,Brazil,ITR
Niue International Airport,Alofi,Niue,IUE
Ampampamena Airport,Ampampamena,Madagascar,IVA
Invercargill Airport,Invercargill,New Zealand,IVC
Ivalo Airport,Ivalo,Finland,IVL
Inverell Airport,Inverell,Australia,IVR
Ivanovo South Airport,Ivanovo,Russia,IWA
Iwami Airport,Iwami,Japan,IWJ
Iwakuni Marine Corps Air Station,Iwakuni,Japan,IWK
Iwo Jima Airport,Iwojima,Japan,IWO
West Houston Airport,Houston,United States,IWS
Agartala Airport,Agartala,India,IXA
Bagdogra Airport,Baghdogra,India,IXB
Chandigarh Airport,Chandigarh,India,IXC
Allahabad Airport,Allahabad,India,IXD
Mangalore International Airport,Mangalore,India,IXE
Belgaum Airport,Belgaum,India,IXG
Kailashahar Airport,Kailashahar,India,IXH
North Lakhimpur Airport,Lilabari,India,IXI
Jammu Airport,Jammu,India,IXJ
Keshod Airport,Keshod,India,IXK
Leh Kushok Bakula Rimpochee Airport,Leh,India,IXL
Madurai Airport,Madurai,India,IXM
Pathankot Airport,Pathankot,India,IXP
Birsa Munda Airport,Ranchi,India,IXR
Silchar Airport,Silchar,India,IXS
Pasighat Airport,Pasighat,India,IXT
Aurangabad Airport,Aurangabad,India,IXU
Along Airport,Along,India,IXV
Sonari Airport,Jamshedpur,India,IXW
Kandla Airport,Kandla,India,IXY
Vir Savarkar International Airport,Port Blair,India,IXZ
Inyokern Airport,Inyokern,United States,IYK
Zona da Mata Regional Airport,Juiz de Fora,Brazil,IZA
Izumo Airport,Izumo,Japan,IZO
Ixtepec Airport,Iztepec,Mexico,IZT
Jalalabad Airport,Jalalabad,Afghanistan,JAA
Jabiru Airport,Jabiru,Australia,JAB
Jackson Hole Airport,Jacksn Hole,United States,JAC
Perth Jandakot Airport,Perth,Australia,JAD
Shumba Airport,Jaén,Peru,JAE
Kankesanturai Airport,Jaffna,Sri Lanka,JAF
Shahbaz Air Base,Jacobsbad,Pakistan,JAG
Jaipur International Airport,Jaipur,India,JAI
Jacmel Airport,Jacmel,Haiti,JAK
El Lencero Airport,Jalapa,Mexico,JAL
Bezmer Air Base,Yambol,Bulgaria,JAM
Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN
Chacarita Airport,Chacarita,Costa Rica,JAP
Jahrom Airport,Jahrom,Iran,JAR
Jasper County Airport-Bell Field,Jasper,United States,JAS
Francisco Carle Airport,Jauja,Peru,JAU
Ilulissat Airport,Ilulissat,Greenland,JAV
Jacksonville International Airport,Jacksonville,United States,JAX
La Isabela International Airport,La Isabela,Dominican Republic,JBQ
Jonesboro Municipal Airport,Jonesboro,United States,JBR
Santa Terezinha Airport,Joacaba,Brazil,JCB
Qasigiannguit Heliport,Qasigiannguit,Greenland,JCH
New Century Aircenter Airport,Olathe,United States,JCI
Julia Creek Airport,Julia Creek,Australia,JCK
Jacareacanga Airport,Jacare-acanga,Brazil,JCR
Kimble County Airport,Junction,United States,JCT
Francisco de Assis Airport,Juiz De Fora,Brazil,JDF
Jeongseok Airport,Seogwipo,South Korea,JDG
Jodhpur Airport,Jodhpur,India,JDH
Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO
Jingdezhen Airport,Jingdezhen,China,JDZ
King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED
Jérémie Airport,Jeremie,Haiti,JEE
Jefferson City Memorial Airport,Jefferson City,United States,JEF
Aasiaat Airport,Aasiaat,Greenland,JEG
Jersey Airport,Jersey,Jersey,JER
John F Kennedy International Airport,New York,United States,JFK
Paamiut Heliport,Paamiut,Greenland,JFR
Jamnagar Airport,Jamnagar,India,JGA
Jiagedaqi Airport,Jiagedaqi District,China,JGD
Jiayuguan Airport,Jiayuguan,China,JGN
Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,JGO
Jinggangshan Airport,Jian,China,JGS
Senai International Airport,Johor Bahru,Malaysia,JHB
Xishuangbanna Gasa Airport,Jinghonggasa,China,JHG
Kapalua Airport,Lahania-kapalua,United States,JHM
Shute Harbour Airport,Shute Harbour,Australia,JHQ
Sisimiut Airport,Sisimiut,Greenland,JHS
Chautauqua County-Jamestown Airport,Jamestown,United States,JHW
Juína Airport,Juina,Brazil,JIA
Djibouti-Ambouli Airport,Djibouti,Djibouti,JIB
Jinchuan Airport,Jinchuan,China,JIC
Wilwal International Airport,Jijiga,Ethiopia,JIJ
Ikaria Airport,Ikaria,Greece,JIK
Jimma Airport,Jimma,Ethiopia,JIM
Qianjiang Wulingshan Airport,Qianjiang,China,JIQ
Jiujiang Lushan Airport,Jiujiang,China,JIU
Jiwani Airport,Jiwani,Pakistan,JIW
Humberto Ghizzo Bortoluzzi Regional Airport,Jaguaruna,Brazil,JJG
Juanjui Airport,Juanjui,Peru,JJI
Mulika Lodge Airport,Meru National Park,Kenya,JJM
Quanzhou Jinjiang International Airport,Quanzhou,China,JJN
Qaqortoq Heliport,Qaqortoq,Greenland,JJU
Jönköping Airport,Joenkoeping,Sweden,JKG
Chios Island National Airport,Chios,Greece,JKH
Kalymnos Airport,Kalymnos,Greece,JKL
Janakpur Airport,Janakpur,Nepal,JKR
Joplin Regional Airport,Joplin,United States,JLN
Jabalpur Airport,Jabalpur,India,JLR
Lancang Jingmai Airport,Lancang Lahu,China,JMJ
Mikonos Airport,Mykonos,Greece,JMK
Jomsom Airport,Jomsom,Nepal,JMO
Jamestown Regional Airport,Jamestown,United States,JMS
Jiamusi Airport,Jiamusi,China,JMU
OR Tambo International Airport,Johannesburg,South Africa,JNB
Jining Qufu Airport,Jining,China,JNG
Junin Airport,Junin,Argentina,JNI
Nanortalik Heliport,Nanortalik,Greenland,JNN
Narsaq Heliport,Narsaq,Greenland,JNS
Juneau International Airport,Juneau,United States,JNU
Naxos Airport,Cyclades Islands,Greece,JNX
Jinzhou Airport,Jinzhou,China,JNZ
Joensuu Airport,Joensuu,Finland,JOE
Adi Sutjipto International Airport,Yogyakarta,Indonesia,JOG
Port St Johns Airport,Port Saint Johns,South Africa,JOH
Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI
Doris Lake,Doris Lake,Canada,JOJ
Yoshkar-Ola Airport,Yoshkar-Ola,Russia,JOK
Jolo Airport,Jolo,Philippines,JOL
Johnston Atoll Airport,Johnston Island,Johnston Atoll,JON
Yakubu Gowon Airport,Jos,Nigeria,JOS
Joliet Regional Airport,Joliet,United States,JOT
Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA
Ji-Paraná Airport,Ji-Paraná,Brazil,JPR
Qaarsut Airport,Uummannaq,Greenland,JQA
Jaqué Airport,Jaqué,Panama,JQE
West 30th St. Heliport,New York,United States,JRA
Downtown-Manhattan/Wall St Heliport,New York,United States,JRB
Kalaeloa Airport,Kapolei,United States,JRF
Jorhat Airport,Jorhat,India,JRH
Juruena Airport,Juruena,Brazil,JRN
Kilimanjaro International Airport,Kilimanjaro,Tanzania,JRO
Jaisalmer Airport,Jaisalmer,India,JSA
Sitia Airport,Sitia,Greece,JSH
Skiathos Island National Airport,Skiathos,Greece,JSI
Jiansanjiang Airport,Jiansanjiang,China,JSJ
Jask Airport,Jask,Iran,JSK
Jose De San Martin Airport,Jose de San Martin,Argentina,JSM
Jessore Airport,Jessore,Bangladesh,JSR
John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST
Maniitsoq Airport,Maniitsoq,Greenland,JSU
Syros Airport,Syros Island,Greece,JSY
Bauru - Arealva Airport,Bauru,Brazil,JTC
Santorini Airport,Thira,Greece,JTR
Astypalaia Airport,Astypalaia,Greece,JTY
Inácio Luís do Nascimento Airport,Juara,Brazil,JUA
Juba International Airport,Juba,South Sudan,JUB
Jiuhuashan Airport,Chizhou,China,JUH
Juist Airport,Juist,Germany,JUI
Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ
Inca Manco Capac International Airport,Juliaca,Peru,JUL
Jumla Airport,Jumla,Nepal,JUM
Upernavik Airport,Upernavik,Greenland,JUV
Quzhou Airport,Quzhou,China,JUZ
Ankavandra Airport,Ankavandra,Madagascar,JVA
Southern Wisconsin Regional Airport,Janesville,United States,JVL
Jwaneng Airport,Jwaneng,Botswana,JWA
Zanjan Airport,Zanjan,Iran,JWN
Jixi Xingkaihu Airport,Jixi,China,JXA
Jackson County Reynolds Field,Jackson,United States,JXN
Jiroft Airport,Jiroft,Iran,JYR
Jyvaskyla Airport,Jyvaskyla,Finland,JYV
Jiuzhai Huanglong Airport,Jiuzhaigou,China,JZH
Kasama Airport,Kasama,Zambia,KAA
Kariba International Airport,Kariba,Zimbabwe,KAB
Kamishly Airport,Kamishly,Syria,KAC
Kaduna Airport,Kaduna,Nigeria,KAD
Gangneung Airport (K-18),Kangnung,South Korea,KAG
Kaieteur International Airport,Kaieteur,Guyana,KAI
Kajaani Airport,Kajaani,Finland,KAJ
Kaltag Airport,Kaltag,United States,KAL
Mallam Aminu International Airport,Kano,Nigeria,KAN
Kuusamo Airport,Kuusamo,Finland,KAO
Kamarang Airport,Kamarang,Guyana,KAR
Kaitaia Airport,Kaitaia,New Zealand,KAT
Kauhava Airport,Kauhava,Finland,KAU
Kawthoung Airport,Kawthoung,Burma,KAW
Kalbarri Airport,Kalbarri,Australia,KAX
Kao Airport,Kao,Indonesia,KAZ
Hamid Karzai International Airport,Kabul,Afghanistan,KBL
Tunta Airport,Kabinda,Congo (Kinshasa),KBN
Boryspil International Airport,Kiev,Ukraine,KBP
Kasungu Airport,Kasungu,Malawi,KBQ
Sultan Ismail Petra Airport,Kota Bahru,Malaysia,KBR
Bo Airport,Bo,Sierra Leone,KBS
Krabi Airport,Krabi,Thailand,KBV
Kaikoura Airport,Kaikoura,New Zealand,KBZ
Kuqa Airport,Kuqa,China,KCA
Kadanwari Airport,Kadanwari,Pakistan,KCF
Kuching International Airport,Kuching,Malaysia,KCH
Kirensk Airport,Kirensk,Russia,KCK
Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM
Cengiz Topel Airport,Topel,Turkey,KCO
Kings Creek Airport,Petermann,Australia,KCS
Koggala Airport,Koggala,Sri Lanka,KCT
Kōchi Ryōma Airport,Kochi,Japan,KCZ
Kolda North Airport,Kolda,Senegal,KDA
Kandi Airport,Kandi,Benin,KDC
Khuzdar Airport,Khuzdar,Pakistan,KDD
Kandahar Airport,Kandahar,Afghanistan,KDH
Wolter Monginsidi Airport,Kendari,Indonesia,KDI
Kärdla Airport,Kardla,Estonia,KDL
Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,KDM
Kadhdhoo Airport,Laamu Atoll,Maldives,KDO
Kamphaeng Saen Airport,Nakhon Pathom,Thailand,KDT
Skardu Airport,Skardu,Pakistan,KDU
Vunisea Airport,Vunisea,Fiji,KDV
Kadugli Airport,Kadugli,Sudan,KDX
Typliy Klyuch Airport,Khandyga,Russia,KDY
Kaédi Airport,Kaedi,Mauritania,KED
Keflavik International Airport,Keflavik,Iceland,KEF
Kemerovo Airport,Kemorovo,Russia,KEJ
Kiel-Holtenau Airport,Kiel,Germany,KEL
Kemi-Tornio Airport,Kemi,Finland,KEM
Kenema Airport,Kenema,Sierra Leone,KEN
Odienne Airport,Odienne,Cote d'Ivoire,KEO
Nepalgunj Airport,Nepalgunj,Nepal,KEP
Kerman Airport,Kerman,Iran,KER
Kelsey Airport,Kelsey,Canada,KES
Kengtung Airport,Kengtung,Burma,KET
Halli Airport,Halli,Finland,KEV
Keewaywin Airport,Keewaywin,Canada,KEW
Kericho Airport,Kericho,Kenya,KEY
Kiffa Airport,Kiffa,Mauritania,KFA
Fortescue - Dave Forrest Aerodrome,Cloudbreak,Australia,KFE
Kalkgurung Airport,Kalkgurung,Australia,KFG
False Pass Airport,False Pass,United States,KFP
Kastamonu Airport,Kastamonu,Turkey,KFS
Kananga Airport,Kananga,Congo (Kinshasa),KGA
Kingscote Airport,Kingscote,Australia,KGC
Khrabrovo Airport,Kaliningrad,Russia,KGD
Kaghau Airport,Kagau Island,Solomon Islands,KGE
Sary-Arka Airport,Karaganda,Kazakhstan,KGF
Kédougou Airport,Kedougou,Senegal,KGG
Kalgoorlie Boulder Airport,Kalgoorlie,Australia,KGI
Karonga Airport,Karonga,Malawi,KGJ
Koliganek Airport,Koliganek,United States,KGK
Kigali International Airport,Kigali,Rwanda,KGL
Kirovograd Airport,Kirovograd,Ukraine,KGO
Kogalym International Airport,Kogalym,Russia,KGP
Kos Airport,Kos,Greece,KGS
Kangding Airport,Kangding,China,KGT
Kagi Airport,Kagi,Papua New Guinea,KGW
Kingaroy Airport,,Australia,KGY
Kerch Airport,Kerch,Ukraine,KHC
Khoram Abad Airport,Khorram Abad,Iran,KHD
Kherson International Airport,Kherson,Ukraine,KHE
Kashgar Airport,Kashi,China,KHG
Kaohsiung International Airport,Kaohsiung,Taiwan,KHH
Jinnah International Airport,Karachi,Pakistan,KHI
Kauhajoki Airport,Kauhajoki,Finland,KHJ
Khark Island Airport,Khark Island,Iran,KHK
Kanti Airport,Khamti,Burma,KHM
Nanchang Changbei International Airport,Nanchang,China,KHN
Khasab Air Base,Khasab,Oman,KHS
Khost Airport,Khost,Afghanistan,KHT
Khabarovsk-Novy Airport,Khabarovsk,Russia,KHV
Khwai River Lodge Airport,Khwai River,Botswana,KHW
Khoy Airport,Khoy,Iran,KHY
Kauehi Airport,Kauehi,French Polynesia,KHZ
Kristianstad Airport,Kristianstad,Sweden,KID
Kingfisher Lake Airport,Kingfisher Lake,Canada,KIF
Kish International Airport,Kish Island,Iran,KIH
Niigata Airport,Niigata,Japan,KIJ
Kirkuk Air Base,Kirkuk,Iraq,KIK
Kimberley Airport,Kimberley,South Africa,KIM
Norman Manley International Airport,Kingston,Jamaica,KIN
Kili Airport,Kili Island,Marshall Islands,KIO
Kerry Airport,Kerry,Ireland,KIR
Kisumu Airport,Kisumu,Kenya,KIS
Kithira Airport,Kithira,Greece,KIT
Chişinău International Airport,Chisinau,Moldova,KIV
Southdowns Airport,Southdowns,Zambia,KIW
Kansai International Airport,Osaka,Japan,KIX
Kilwa Masoko Airport,Kilwa Masoko,Tanzania,KIY
Yemelyanovo Airport,Krasnoyarsk,Russia,KJA
Kaili Airport,Kaili,China,KJH
Kanas Airport,Burqin,China,KJI
Wevelgem Airport,Kortrijk-vevelgem,Belgium,KJK
Kerama Airport,Kerama,Japan,KJP
Koyuk Alfred Adams Airport,Koyuk,United States,KKA
Khon Kaen Airport,Khon Kaen,Thailand,KKC
Kerikeri Airport,Kerikeri,New Zealand,KKE
Kongiganak Airport,Kongiganak,United States,KKH
Kitakyūshū Airport,Kitakyushu,Japan,KKJ
Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,KKN
Kaukura Airport,Kaukura Atoll,French Polynesia,KKR
Kashan Airport,Kashan,Iran,KKS
Kikwit Airport,Kikwit,Congo (Kinshasa),KKW
Kikai Airport,Kikai,Japan,KKX
Kaolack Airport,Kaolack,Senegal,KLC
Migalovo Air Base,Tver,Russia,KLD
Grabtsevo Airport,Kaluga,Russia,KLF
Kalskag Airport,Kalskag,United States,KLG
Kolhapur Airport,Kolhapur,India,KLH
Kotakoli Airport,Kotakoli,Congo (Kinshasa),KLI
Klaipėda Airport,Klaipeda,Lithuania,KLJ
Kalaleh Airport,Kalaleh,Iran,KLM
Larsen Bay Airport,Larsen Bay,United States,KLN
Kalibo International Airport,Kalibo,Philippines,KLO
